city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Nespelem,Nespelem,WA,Washington,53047,Okanogan,48.167,-118.9722,215,225.3,shape,FALSE,TRUE,America/Los_Angeles,3,99155,1840022268
Pacific Beach,Pacific Beach,WA,Washington,53027,Grays Harbor,47.2151,-124.1967,214,68,shape,FALSE,FALSE,America/Los_Angeles,3,98571,1840023817
Crescent Bar,Crescent Bar,WA,Washington,53025,Grant,47.211,-119.9959,207,79,shape,FALSE,FALSE,America/Los_Angeles,3,98848,1840152031
Baring,Baring,WA,Washington,53033,King,47.7661,-121.4803,205,75,shape,FALSE,FALSE,America/Los_Angeles,3,98224,1840017339
Keller,Keller,WA,Washington,53019,Ferry,48.0852,-118.7164,204,8,shape,FALSE,FALSE,America/Los_Angeles,3,99140,1840023756
Ronald,Ronald,WA,Washington,53037,Kittitas,47.2338,-121.0336,202,84,shape,FALSE,FALSE,America/Los_Angeles,3,98940,1840018438
Latah,Latah,WA,Washington,53063,Spokane,47.2822,-117.1557,195,208.4,shape,FALSE,TRUE,America/Los_Angeles,3,99018,1840021097
Wilson Creek,Wilson Creek,WA,Washington,53025,Grant,47.423,-119.1176,193,77,shape,FALSE,TRUE,America/Los_Angeles,3,98860,1840022294
Ocosta,Ocosta,WA,Washington,53027,Grays Harbor,46.8913,-124.0236,190,24,shape,FALSE,FALSE,America/Los_Angeles,3,98520,1840119586
Tokeland,Tokeland,WA,Washington,53049,Pacific,46.709,-123.9839,184,138,shape,FALSE,FALSE,America/Los_Angeles,3,98590,1840018469
Queets,Queets,WA,Washington,53027,Grays Harbor,47.5314,-124.3385,183,50,shape,FALSE,FALSE,America/Los_Angeles,3,98331,1840037807
Hartline,Hartline,WA,Washington,53025,Grant,47.6894,-119.1081,182,104.7,shape,FALSE,TRUE,America/Los_Angeles,3,99135,1840021105
Marcus,Marcus,WA,Washington,53065,Stevens,48.6642,-118.0596,181,208.3,shape,FALSE,TRUE,America/Los_Angeles,3,99141 99151,1840022273
Washtucna,Washtucna,WA,Washington,53001,Adams,46.7539,-118.3106,176,102,shape,FALSE,TRUE,America/Los_Angeles,3,99371,1840022312
Deming,Deming,WA,Washington,53073,Whatcom,48.8312,-122.239,174,24,shape,FALSE,FALSE,America/Los_Angeles,3,98247 98244,1840018345
Index,Index,WA,Washington,53061,Snohomish,47.8212,-121.5561,172,257.4,shape,FALSE,TRUE,America/Los_Angeles,3,98256,1840021082
Dixie,Dixie,WA,Washington,53071,Walla Walla,46.1399,-118.1521,170,131,shape,FALSE,FALSE,America/Los_Angeles,3,99361 99329,1840018487
Waverly,Waverly,WA,Washington,53063,Spokane,47.338,-117.2312,169,158,shape,FALSE,TRUE,America/Los_Angeles,3,99039,1840022291
Deep River,Deep River,WA,Washington,53069,Wahkiakum,46.3521,-123.6985,169,4,shape,FALSE,FALSE,America/Los_Angeles,3,98638,1840023929
Chinook,Chinook,WA,Washington,53049,Pacific,46.2755,-123.9425,168,64,shape,FALSE,FALSE,America/Los_Angeles,3,98614,1840017374
Starbuck,Starbuck,WA,Washington,53013,Columbia,46.5186,-118.1254,161,153.2,shape,FALSE,TRUE,America/Los_Angeles,3,99359,1840022325
Outlook,Outlook,WA,Washington,53077,Yakima,46.3311,-120.0924,158,280.9,shape,FALSE,FALSE,America/Los_Angeles,3,98938,1840023855
Torboy,Torboy,WA,Washington,53019,Ferry,48.6771,-118.6689,154,64,shape,FALSE,FALSE,America/Los_Angeles,3,99166,1840026090
Ocean City,Ocean City,WA,Washington,53027,Grays Harbor,47.0763,-124.1619,154,17,shape,FALSE,FALSE,America/Los_Angeles,3,98569,1840018444
Bay Center,Bay Center,WA,Washington,53049,Pacific,46.6213,-123.9533,152,62,shape,FALSE,FALSE,America/Los_Angeles,3,98527,1840017375
Wallula,Wallula,WA,Washington,53071,Walla Walla,46.0847,-118.9056,151,217.5,shape,FALSE,FALSE,America/Los_Angeles,3,99363,1840018489
Alger,Alger,WA,Washington,53057,Skagit,48.6175,-122.3368,150,22,shape,FALSE,FALSE,America/Los_Angeles,3,98229 98233 98232 98284,1840017312
Kahlotus,Kahlotus,WA,Washington,53021,Franklin,46.6433,-118.5559,144,124.4,shape,FALSE,TRUE,America/Los_Angeles,3,99335,1840018478
Farmington,Farmington,WA,Washington,53075,Whitman,47.0887,-117.0464,142,178.2,shape,FALSE,TRUE,America/Los_Angeles,3,99128,1840021140
Glacier,Glacier,WA,Washington,53073,Whatcom,48.8908,-121.9351,142,32,shape,FALSE,FALSE,America/Los_Angeles,3,98244,1840017292
Hoodsport,Hoodsport,WA,Washington,53045,Mason,47.4022,-123.1535,139,50,shape,FALSE,FALSE,America/Los_Angeles,3,98548,1840025233
Cliffdell,Cliffdell,WA,Washington,53077,Yakima,46.9222,-121.0431,136,28,shape,FALSE,FALSE,America/Los_Angeles,3,98937,1840023851
Mineral,Mineral,WA,Washington,53041,Lewis,46.7193,-122.186,135,78,shape,FALSE,FALSE,America/Los_Angeles,3,98355,1840025263
Steptoe,Steptoe,WA,Washington,53075,Whitman,47.0075,-117.3502,135,23,shape,FALSE,FALSE,America/Los_Angeles,3,99111 99174,1840025258
Alder,Alder,WA,Washington,53053,Pierce,46.7872,-122.2667,134,16,shape,FALSE,FALSE,America/Los_Angeles,3,98328,1840023829
Porter,Porter,WA,Washington,53027,Grays Harbor,46.9489,-123.2736,129,5,shape,FALSE,FALSE,America/Los_Angeles,3,98541,1840023818
Skykomish,Skykomish,WA,Washington,53033,King,47.7104,-121.3584,127,147.1,shape,FALSE,TRUE,America/Los_Angeles,3,98288,1840022299
Methow,Methow,WA,Washington,53047,Okanogan,48.1286,-120.0055,126,72,shape,FALSE,FALSE,America/Los_Angeles,3,98834,1840025237
Acme,Acme,WA,Washington,53073,Whatcom,48.7158,-122.2077,123,31,shape,FALSE,FALSE,America/Los_Angeles,3,98220,1840017288
Metaline,Metaline,WA,Washington,53051,Pend Oreille,48.8533,-117.3893,122,241.6,shape,FALSE,TRUE,America/Los_Angeles,3,99152,1840022276
Valley,Valley,WA,Washington,53065,Stevens,48.173,-117.7244,122,109,shape,FALSE,FALSE,America/Los_Angeles,3,99181,1840025241
Willapa,Willapa,WA,Washington,53049,Pacific,46.6755,-123.6648,122,141.4,shape,FALSE,FALSE,America/Los_Angeles,3,98577,1840025262
Marblemount,Marblemount,WA,Washington,53057,Skagit,48.5418,-121.4397,121,12,shape,FALSE,FALSE,America/Los_Angeles,3,98267,1840017315
Pataha,Pataha,WA,Washington,53023,Garfield,46.4727,-117.5445,119,23.6,shape,FALSE,FALSE,America/Los_Angeles,3,99347,1840037699
Upper Elochoman,Upper Elochoman,WA,Washington,53069,Wahkiakum,46.2404,-123.3246,119,31,shape,FALSE,TRUE,America/Los_Angeles,4,98612,1840042136
Centerville,Centerville,WA,Washington,53039,Klickitat,45.754,-120.908,118,13,shape,FALSE,FALSE,America/Los_Angeles,3,98613,1840017401
Banks Lake South,Banks Lake South,WA,Washington,53025,Grant,47.6315,-119.276,113,17,shape,FALSE,TRUE,America/Los_Angeles,4,99115,1840034884
Thorp,Thorp,WA,Washington,53037,Kittitas,47.0656,-120.6709,109,34,shape,FALSE,FALSE,America/Los_Angeles,3,98946,1840018439
Roosevelt,Roosevelt,WA,Washington,53039,Klickitat,45.7476,-120.2161,108,11,shape,FALSE,FALSE,America/Los_Angeles,3,99356,1840136623
Loomis,Loomis,WA,Washington,53047,Okanogan,48.8234,-119.6397,101,44,shape,FALSE,FALSE,America/Los_Angeles,3,98827,1840025235
Bickleton,Bickleton,WA,Washington,53039,Klickitat,46.0056,-120.3081,100,8,shape,FALSE,FALSE,America/Los_Angeles,3,99322,1840017400
Cougar,Cougar,WA,Washington,53015,Cowlitz,46.0493,-122.3034,93,62,shape,FALSE,FALSE,America/Los_Angeles,3,98616,1840037758
Nile,Nile,WA,Washington,53077,Yakima,46.8349,-120.9438,90,37,shape,FALSE,FALSE,America/Los_Angeles,3,98937,1840023854
La Grande,La Grande,WA,Washington,53053,Pierce,46.8199,-122.2962,88,7,shape,FALSE,FALSE,America/Los_Angeles,3,98328,1840023834
Pine Grove,Pine Grove,WA,Washington,53019,Ferry,48.6501,-118.6839,84,66,shape,FALSE,TRUE,America/Los_Angeles,4,99166,1840043279
Amanda Park,Amanda Park,WA,Washington,53027,Grays Harbor,47.4532,-123.9194,84,3,shape,FALSE,FALSE,America/Los_Angeles,3,98526,1840023816
Orient,Orient,WA,Washington,53019,Ferry,48.8637,-118.2059,82,73,shape,FALSE,FALSE,America/Los_Angeles,3,99160,1840025243
Northwest Stanwood,Northwest Stanwood,WA,Washington,53061,Snohomish,48.2624,-122.3501,79,42,shape,FALSE,TRUE,America/Los_Angeles,4,98292,1840042009
Markham,Markham,WA,Washington,53027,Grays Harbor,46.915,-123.9823,79,27,shape,FALSE,FALSE,America/Los_Angeles,3,98520,1840017359
Cusick,Cusick,WA,Washington,53051,Pend Oreille,48.3333,-117.2944,78,59,shape,FALSE,TRUE,America/Los_Angeles,3,99119 99180,1840021060
Greenwater,Greenwater,WA,Washington,53053,Pierce,47.1465,-121.632,77,20,shape,FALSE,FALSE,America/Los_Angeles,3,98022,1840017343
Lamont,Lamont,WA,Washington,53075,Whitman,47.2007,-117.9049,71,81.4,shape,FALSE,TRUE,America/Los_Angeles,3,99017,1840021142
Santiago,Santiago,WA,Washington,53027,Grays Harbor,47.2975,-124.2327,71,17,shape,FALSE,TRUE,America/Los_Angeles,4,98587,1840042040
Twin Lakes,Twin Lakes,WA,Washington,53019,Ferry,48.2622,-118.3591,71,6,shape,FALSE,TRUE,America/Los_Angeles,5,99138,1840042118
Danville,Danville,WA,Washington,53019,Ferry,48.9938,-118.5068,70,14.2,shape,FALSE,FALSE,America/Los_Angeles,3,99121,1840037761
Lebam,Lebam,WA,Washington,53049,Pacific,46.564,-123.5508,69,18,shape,FALSE,FALSE,America/Los_Angeles,3,98577,1840017376
Sunland Estates,Sunland Estates,WA,Washington,53025,Grant,47.074,-120.0284,65,62,shape,FALSE,FALSE,America/Los_Angeles,3,98848,1840148425
Hat Island,Hat Island,WA,Washington,53061,Snohomish,48.013,-122.3201,61,34,shape,FALSE,TRUE,America/Los_Angeles,4,98201,1840041926
Qui-nai-elt Village,Qui-nai-elt Village,WA,Washington,53027,Grays Harbor,47.2502,-124.1902,56,29,shape,FALSE,TRUE,America/Los_Angeles,4,98587,1840042034
Boyds,Boyds,WA,Washington,53019,Ferry,48.7245,-118.1321,52,38.1,shape,FALSE,FALSE,America/Los_Angeles,3,99141,1840026091
Curlew,Curlew,WA,Washington,53019,Ferry,48.8777,-118.6046,51,26,shape,FALSE,FALSE,America/Los_Angeles,3,99118,1840025242
Chelan Falls,Chelan Falls,WA,Washington,53007,Chelan,47.7994,-119.9882,50,436.9,shape,FALSE,FALSE,America/Los_Angeles,3,98817,1840025245
Herron Island,Herron Island,WA,Washington,53053,Pierce,47.2645,-122.8348,50,40,shape,FALSE,TRUE,America/Los_Angeles,4,98349,1840041931
Barstow,Barstow,WA,Washington,53019,Ferry,48.7783,-118.1329,49,33,shape,FALSE,FALSE,America/Los_Angeles,3,99141,1840026089
Parker,Parker,WA,Washington,53077,Yakima,46.5021,-120.4668,49,280.2,shape,FALSE,FALSE,America/Los_Angeles,3,98939 98951,1840023856
Moclips,Moclips,WA,Washington,53027,Grays Harbor,47.2348,-124.2024,49,10,shape,FALSE,FALSE,America/Los_Angeles,3,98571 98562,1840018442
Elbe,Elbe,WA,Washington,53053,Pierce,46.7653,-122.1956,46,144.4,shape,FALSE,FALSE,America/Los_Angeles,3,98328,1840017364
Malo,Malo,WA,Washington,53019,Ferry,48.7997,-118.6119,45,20.7,shape,FALSE,FALSE,America/Los_Angeles,3,99150,1840026093
Blyn,Blyn,WA,Washington,53009,Clallam,48.0131,-122.9897,45,3,shape,FALSE,FALSE,America/Los_Angeles,3,98382,1840017318
Sekiu,Sekiu,WA,Washington,53009,Clallam,48.2639,-124.3015,44,94.1,shape,FALSE,FALSE,America/Los_Angeles,3,98381,1840025248
Maryhill,Maryhill,WA,Washington,53039,Klickitat,45.6928,-120.807,44,6,shape,FALSE,FALSE,America/Los_Angeles,3,98620,1840017403
Conway,Conway,WA,Washington,53057,Skagit,48.3357,-122.3444,40,130,shape,FALSE,FALSE,America/Los_Angeles,3,98238,1840017311
Addy,Addy,WA,Washington,53065,Stevens,48.3588,-117.8372,40,194,shape,FALSE,FALSE,America/Los_Angeles,3,99101,1840025238
Krupp,Krupp,WA,Washington,53025,Grant,47.4105,-118.9887,36,23,shape,FALSE,TRUE,America/Los_Angeles,4,98832,1840074934
Altoona,Altoona,WA,Washington,53069,Wahkiakum,46.2699,-123.6144,35,2,shape,FALSE,FALSE,America/Los_Angeles,3,98643,1840023875
Rockport,Rockport,WA,Washington,53057,Skagit,48.485,-121.6065,27,50.9,shape,FALSE,FALSE,America/Los_Angeles,3,98283,1840018365
Disautel,Disautel,WA,Washington,53047,Okanogan,48.3446,-119.2301,15,3.3,shape,FALSE,FALSE,America/Los_Angeles,3,98841,1840023755
Seattle,Seattle,WA,Washington,53045.79602,King,47.43171831,-120.7247295,-25709.45485,-121.2297228,shape,FALSE,TRUE,America/Los_Angeles,3.174244763,98109 98108 98105 98104 98107 98106 98101 98103 98102 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98134,1840030578
Seattle,Seattle,WA,Washington,53045.80116,King,47.4320171,-120.722656,-25843.02934,-123.2905518,shape,FALSE,TRUE,America/Los_Angeles,3.17476132,98109 98108 98105 98104 98107 98106 98101 98103 98102 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98134,1840030583
